,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0
1,35018104.0,35642464.0,36249032.0,36841704.0,37423112.0,37995048.0,38558024.0,39112064.0,39656736.0,40191072.0,40714024.0,41224712.0,41722344.0,42206856.0,42678384.0,43138248.0,43588560.0,44032680.0,44475504.0,44923392.0,45384392.0,45868784.0,46388688.0,46958752.0,47596312.0,48321048.0,49155896.0,50126856.0,51263096.0,52597400.0,54166216.0,56009896.0,58172824.0,60703704.0,63655488.0,67086216.0,71058184.0,75639344.0,80902368.0
